model,ens,exp,postprocess,table,grid,varn,period,mean
NorESM2-LM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,1850-1900,287.65
NorESM2-MM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,1850-1900,287.03
TaiESM1,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,1850-1900,287.08
UKESM1-0-LL,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,1850-1900,286.54
UKESM1-0-LL,r2i1p1f2,ssp370,global_mean,Amon,gn,tas,1850-1900,286.50
UKESM1-0-LL,r3i1p1f2,ssp370,global_mean,Amon,gn,tas,1850-1900,286.51
UKESM1-0-LL,r4i1p1f2,ssp370,global_mean,Amon,gn,tas,1850-1900,286.69
UKESM1-0-LL,r8i1p1f2,ssp370,global_mean,Amon,gn,tas,1850-1900,286.49
UKESM1-0-LL,r9i1p1f2,ssp370,global_mean,Amon,gn,tas,1850-1900,286.42
UKESM1-0-LL,r10i1p1f2,ssp370,global_mean,Amon,gn,tas,1850-1900,286.44
UKESM1-0-LL,r11i1p1f2,ssp370,global_mean,Amon,gn,tas,1850-1900,286.37
UKESM1-0-LL,r12i1p1f2,ssp370,global_mean,Amon,gn,tas,1850-1900,286.56
UKESM1-0-LL,r16i1p1f2,ssp370,global_mean,Amon,gn,tas,1850-1900,286.50
UKESM1-0-LL,r17i1p1f2,ssp370,global_mean,Amon,gn,tas,1850-1900,286.64
UKESM1-0-LL,r18i1p1f2,ssp370,global_mean,Amon,gn,tas,1850-1900,286.49
UKESM1-0-LL,r19i1p1f2,ssp370,global_mean,Amon,gn,tas,1850-1900,286.58
ACCESS-CM2,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.91
ACCESS-CM2,r2i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.94
ACCESS-CM2,r3i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.97
ACCESS-ESM1-5,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.67
ACCESS-ESM1-5,r2i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.61
ACCESS-ESM1-5,r3i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.74
ACCESS-ESM1-5,r4i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.70
ACCESS-ESM1-5,r5i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.67
ACCESS-ESM1-5,r6i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.69
ACCESS-ESM1-5,r7i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.64
ACCESS-ESM1-5,r8i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.71
ACCESS-ESM1-5,r9i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.63
ACCESS-ESM1-5,r10i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.64
AWI-CM-1-1-MR,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.86
BCC-CSM2-MR,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.89
CAMS-CSM1-0,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.01
CAMS-CSM1-0,r2i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.99
CESM2-WACCM,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.94
CESM2-WACCM,r2i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.97
CESM2-WACCM,r3i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.03
CESM2,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.17
CESM2,r2i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.16
CESM2,r4i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.12
CESM2,r10i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.16
CESM2,r11i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.22
CIESM,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,287.39
CMCC-CM2-SR5,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.20
CNRM-CM6-1-HR,r1i1p1f2,ssp585,global_mean,Amon,gr,tas,1850-1900,285.52
CNRM-CM6-1,r1i1p1f2,ssp585,global_mean,Amon,gr,tas,1850-1900,286.01
CNRM-CM6-1,r2i1p1f2,ssp585,global_mean,Amon,gr,tas,1850-1900,285.88
CNRM-CM6-1,r3i1p1f2,ssp585,global_mean,Amon,gr,tas,1850-1900,285.90
CNRM-CM6-1,r4i1p1f2,ssp585,global_mean,Amon,gr,tas,1850-1900,286.03
CNRM-CM6-1,r5i1p1f2,ssp585,global_mean,Amon,gr,tas,1850-1900,285.98
CNRM-CM6-1,r6i1p1f2,ssp585,global_mean,Amon,gr,tas,1850-1900,285.90
CNRM-ESM2-1,r1i1p1f2,ssp585,global_mean,Amon,gr,tas,1850-1900,286.81
CNRM-ESM2-1,r2i1p1f2,ssp585,global_mean,Amon,gr,tas,1850-1900,286.77
CNRM-ESM2-1,r3i1p1f2,ssp585,global_mean,Amon,gr,tas,1850-1900,286.67
CNRM-ESM2-1,r4i1p1f2,ssp585,global_mean,Amon,gr,tas,1850-1900,286.68
CNRM-ESM2-1,r5i1p1f2,ssp585,global_mean,Amon,gr,tas,1850-1900,286.82
CanESM5-CanOE,r1i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.49
CanESM5-CanOE,r2i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.51
CanESM5-CanOE,r3i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.53
CanESM5,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.72
CanESM5,r1i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.49
CanESM5,r2i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.68
CanESM5,r2i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.51
CanESM5,r3i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.67
CanESM5,r3i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.53
CanESM5,r4i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.65
CanESM5,r4i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.55
CanESM5,r5i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.71
CanESM5,r5i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.53
CanESM5,r6i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.61
CanESM5,r6i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.50
CanESM5,r7i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.68
CanESM5,r7i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.44
CanESM5,r8i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.69
CanESM5,r8i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.52
CanESM5,r9i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.63
CanESM5,r9i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.51
CanESM5,r10i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.67
CanESM5,r10i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.51
CanESM5,r11i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.61
CanESM5,r11i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.52
CanESM5,r12i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.63
CanESM5,r12i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.56
CanESM5,r13i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.62
CanESM5,r13i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.49
CanESM5,r14i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.64
CanESM5,r14i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.46
CanESM5,r15i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.61
CanESM5,r15i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.53
CanESM5,r16i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.58
CanESM5,r16i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.45
CanESM5,r17i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.60
CanESM5,r17i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.47
CanESM5,r18i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.57
CanESM5,r18i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.47
CanESM5,r19i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.56
CanESM5,r19i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.44
CanESM5,r20i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.60
CanESM5,r20i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.43
CanESM5,r21i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.52
CanESM5,r21i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.39
CanESM5,r22i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.52
CanESM5,r22i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.47
CanESM5,r23i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.56
CanESM5,r23i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.44
CanESM5,r24i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.58
CanESM5,r24i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.45
CanESM5,r25i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.61
CanESM5,r25i1p2f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.44
E3SM-1-1,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,286.87
EC-Earth3-CC,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,287.11
EC-Earth3-Veg-LR,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,286.68
EC-Earth3-Veg-LR,r2i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,286.53
EC-Earth3-Veg-LR,r3i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,286.41
EC-Earth3-Veg,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,286.73
EC-Earth3-Veg,r2i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,287.02
EC-Earth3-Veg,r3i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,286.93
EC-Earth3-Veg,r4i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,287.02
EC-Earth3-Veg,r6i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,286.92
EC-Earth3,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,287.11
EC-Earth3,r4i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,286.90
EC-Earth3,r6i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,286.99
EC-Earth3,r9i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,287.07
EC-Earth3,r11i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,287.05
EC-Earth3,r13i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,286.85
EC-Earth3,r15i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,286.88
FGOALS-f3-L,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,285.87
FGOALS-g3,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.16
FGOALS-g3,r2i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.18
FGOALS-g3,r3i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.13
FGOALS-g3,r4i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.10
FIO-ESM-2-0,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.41
FIO-ESM-2-0,r2i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.42
FIO-ESM-2-0,r3i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.46
GFDL-CM4,r1i1p1f1,ssp585,global_mean,Amon,gr1,tas,1850-1900,285.91
GFDL-ESM4,r1i1p1f1,ssp585,global_mean,Amon,gr1,tas,1850-1900,286.56
GISS-E2-1-G,r1i1p1f2,ssp585,global_mean,Amon,gn,tas,1850-1900,286.81
GISS-E2-1-G,r1i1p3f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.25
GISS-E2-1-G,r1i1p5f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.29
GISS-E2-1-G,r2i1p3f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.29
GISS-E2-1-G,r3i1p3f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.27
GISS-E2-1-G,r4i1p3f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.30
GISS-E2-1-G,r5i1p3f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.33
HadGEM3-GC31-LL,r1i1p1f3,ssp585,global_mean,Amon,gn,tas,1850-1900,286.75
HadGEM3-GC31-LL,r2i1p1f3,ssp585,global_mean,Amon,gn,tas,1850-1900,286.68
HadGEM3-GC31-LL,r3i1p1f3,ssp585,global_mean,Amon,gn,tas,1850-1900,286.80
HadGEM3-GC31-LL,r4i1p1f3,ssp585,global_mean,Amon,gn,tas,1850-1900,286.81
HadGEM3-GC31-MM,r1i1p1f3,ssp585,global_mean,Amon,gn,tas,1850-1900,287.02
HadGEM3-GC31-MM,r2i1p1f3,ssp585,global_mean,Amon,gn,tas,1850-1900,287.06
HadGEM3-GC31-MM,r3i1p1f3,ssp585,global_mean,Amon,gn,tas,1850-1900,287.08
HadGEM3-GC31-MM,r4i1p1f3,ssp585,global_mean,Amon,gn,tas,1850-1900,287.15
IITM-ESM,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.25
INM-CM4-8,r1i1p1f1,ssp585,global_mean,Amon,gr1,tas,1850-1900,286.48
INM-CM5-0,r1i1p1f1,ssp585,global_mean,Amon,gr1,tas,1850-1900,286.32
IPSL-CM6A-LR,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,285.97
IPSL-CM6A-LR,r2i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,285.92
IPSL-CM6A-LR,r3i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,285.94
IPSL-CM6A-LR,r4i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,285.93
IPSL-CM6A-LR,r6i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,286.05
IPSL-CM6A-LR,r14i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,285.95
KACE-1-0-G,r1i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,286.72
KACE-1-0-G,r2i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,286.70
KACE-1-0-G,r3i1p1f1,ssp585,global_mean,Amon,gr,tas,1850-1900,286.76
KIOST-ESM,r1i1p1f1,ssp585,global_mean,Amon,gr1,tas,1850-1900,285.89
MCM-UA-1-0,r1i1p1f2,ssp585,global_mean,Amon,gn,tas,1850-1900,286.62
MIROC6,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.41
MIROC6,r2i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.42
MIROC6,r3i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.40
MIROC6,r4i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.43
MIROC6,r5i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.43
MIROC6,r6i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.39
MIROC6,r7i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.38
MIROC6,r8i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.43
MIROC6,r9i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.36
MIROC6,r10i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.45
MIROC6,r11i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.39
MIROC6,r12i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.40
MIROC6,r13i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.39
MIROC6,r14i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.47
MIROC6,r15i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.41
MIROC6,r16i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.33
MIROC6,r17i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.40
MIROC6,r18i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.40
MIROC6,r19i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.46
MIROC6,r20i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.46
MIROC6,r21i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.42
MIROC6,r22i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.43
MIROC6,r23i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.41
MIROC6,r24i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.43
MIROC6,r25i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.42
MIROC6,r26i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.43
MIROC6,r27i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.40
MIROC6,r28i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.40
MIROC6,r29i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.43
MIROC6,r30i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.43
MIROC6,r31i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.40
MIROC6,r32i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.40
MIROC6,r33i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.42
MIROC6,r34i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.35
MIROC6,r35i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.36
MIROC6,r36i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.40
MIROC6,r37i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.38
MIROC6,r38i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.42
MIROC6,r39i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.40
MIROC6,r40i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.37
MIROC6,r41i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.44
MIROC6,r42i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.47
MIROC6,r43i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.38
MIROC6,r44i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.45
MIROC6,r45i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.41
MIROC6,r46i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.44
MIROC6,r47i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.40
MIROC6,r48i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.42
MIROC6,r49i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.43
MIROC6,r50i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,288.41
MIROC-ES2L,r1i1p1f2,ssp585,global_mean,Amon,gn,tas,1850-1900,288.18
MIROC-ES2L,r2i1p1f2,ssp585,global_mean,Amon,gn,tas,1850-1900,288.16
MIROC-ES2L,r3i1p1f2,ssp585,global_mean,Amon,gn,tas,1850-1900,288.17
MIROC-ES2L,r4i1p1f2,ssp585,global_mean,Amon,gn,tas,1850-1900,288.17
MIROC-ES2L,r5i1p1f2,ssp585,global_mean,Amon,gn,tas,1850-1900,288.19
MIROC-ES2L,r6i1p1f2,ssp585,global_mean,Amon,gn,tas,1850-1900,288.16
MIROC-ES2L,r7i1p1f2,ssp585,global_mean,Amon,gn,tas,1850-1900,288.18
MIROC-ES2L,r8i1p1f2,ssp585,global_mean,Amon,gn,tas,1850-1900,288.17
MIROC-ES2L,r9i1p1f2,ssp585,global_mean,Amon,gn,tas,1850-1900,288.17
MIROC-ES2L,r10i1p1f2,ssp585,global_mean,Amon,gn,tas,1850-1900,288.16
MPI-ESM1-2-HR,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.07
MPI-ESM1-2-HR,r2i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.05
MPI-ESM1-2-LR,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.67
MPI-ESM1-2-LR,r2i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.69
MPI-ESM1-2-LR,r3i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.68
MPI-ESM1-2-LR,r4i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.63
MPI-ESM1-2-LR,r5i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.66
MPI-ESM1-2-LR,r6i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.61
MPI-ESM1-2-LR,r7i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.64
MPI-ESM1-2-LR,r8i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.65
MPI-ESM1-2-LR,r9i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.65
MPI-ESM1-2-LR,r10i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.63
MRI-ESM2-0,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.88
MRI-ESM2-0,r1i2p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.07
NESM3,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.78
NESM3,r2i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,286.94
NorESM2-LM,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.65
NorESM2-MM,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.03
TaiESM1,r1i1p1f1,ssp585,global_mean,Amon,gn,tas,1850-1900,287.08
UKESM1-0-LL,r1i1p1f2,ssp585,global_mean,Amon,gn,tas,1850-1900,286.54
UKESM1-0-LL,r2i1p1f2,ssp585,global_mean,Amon,gn,tas,1850-1900,286.50
UKESM1-0-LL,r3i1p1f2,ssp585,global_mean,Amon,gn,tas,1850-1900,286.51
UKESM1-0-LL,r4i1p1f2,ssp585,global_mean,Amon,gn,tas,1850-1900,286.69
UKESM1-0-LL,r8i1p1f2,ssp585,global_mean,Amon,gn,tas,1850-1900,286.49
